transaction_id,confirmation_number,customer_id,cashier_id,product_id,category_id,brand_id,store_id,store_city_id,payment_method_id,transaction_status_id,return_reason_id,customer_name,customer_email,customer_phone,cashier_name,product_name,product_sku,product_color,product_size,store_address,store_latitude,store_longitude,quantity,unit_price,discount_pct,discount_amount,gst_rate_pct,gst_amount,subtotal,total_amount,loyalty_points_earned,transaction_date,transaction_timestamp,updated_at,customer_rating
TXN-000480,RF-8515-cb967a,C-131,EMP-1019,P-233,3,11,STORE-10,9,5,2,1,Odika Bhagat,bhavnasarma@example.net,1093248086,Turvi Sachdev,Titan Leather Belt,SKU-P-233-965,Navy,,"67/84, Rajagopal Circle, Bhagalpur 972162",19.254557,73.539475,2,2799.0,5,279.9,18.0,957.26,5318.1,6275.36,62,2019-07-02,2019-07-02T09:27:07,2019-07-02 09:27:07,
TXN-001895,RF-1922-7aa1ab,C-254,EMP-1013,P-223,2,8,STORE-11,10,3,1,6,Ganga Parikh,nnarasimhan@example.net,9299556205,Aachal Bir,Arrow Sports T-Shirt,SKU-P-223-586,Beige,11,"46, Dar Ganj, Tumkur 462129",22.661408,94.331716,2,999.0,0,0.0,12.0,239.76,1998.0,2237.76,22,2019-07-02,2019-07-02T10:30:26,2019-07-02 10:30:26,4.2
TXN-001464,RF-4649-819ead,C-107,EMP-1010,P-206,1,3,STORE-08,7,3,1,6,Ekavir Varkey,urvashiray@example.org,1656670106,Udyati Dalal,Woodland Sneakers,SKU-P-206-439,Brown,9,"69, Pai Road, Shimla 654805",14.637799,79.995332,1,3499.0,0,0.0,18.0,629.82,3499.0,4128.82,41,2019-07-02,2019-07-02T14:24:17,2019-07-02 14:24:17,4.9
TXN-002271,RF-9368-c135d6,C-139,EMP-1016,P-243,3,14,STORE-06,5,3,1,6,Falak Kant,waida11@example.org,6758692617,Ganga Nigam,Fossil Sunglasses,SKU-P-243-677,Brown,,"252, Mittal Ganj, Guna 387329",14.46342,89.986039,1,6999.0,10,699.9,18.0,1133.84,6299.1,7432.94,74,2019-07-02,2019-07-02T17:17:18,2019-07-02 17:17:18,
TXN-002287,RF-6910-0777c3,C-281,EMP-1022,P-214,1,5,STORE-04,3,3,1,6,Ansh Purohit,kgupta@example.org,5749821827,Dominic Dixit,Puma Formal Shoes,SKU-P-214-134,Green,M,"089, Varughese Path, Ambattur 401541",33.859924,96.330451,1,4999.0,0,0.0,18.0,899.82,4999.0,5898.82,58,2019-07-03,2019-07-03T11:31:34,2019-07-03 11:31:34,
TXN-001449,RF-8898-c71656,C-257,EMP-1009,P-239,3,13,STORE-08,7,3,1,6,Theodore Sura,lipika77@example.org,5184498926,Bina Hari,Ray-Ban Digital Watch,SKU-P-239-492,Green,,"42/691, Vaidya Road, Kolkata-999516",8.398384,69.205187,2,1499.0,0,0.0,18.0,539.64,2998.0,3537.64,35,2019-07-03,2019-07-03T16:35:57,2019-07-03 16:35:57,
TXN-000724,RF-8228-035fa3,C-137,EMP-1023,P-255,4,18,STORE-06,5,1,3,6,Watika Mangat,gunbirbaral@example.com,0952145623,Harinakshi Prashad,boAt Power Bank,SKU-P-255-992,Brown,,"83/898, Bal Chowk, Tadepalligudem-240869",31.952917,80.112769,2,3999.0,10,799.8,18.0,1295.68,7198.2,8493.88,84,2019-07-04,2019-07-04T18:49:13,2019-07-04 18:49:13,
TXN-001337,RF-3805-0b5d93,C-201,EMP-1022,P-238,3,12,STORE-04,3,1,1,6,Noah Dewan,ekiyamaster@example.com,8126042232,Dominic Dixit,Fastrack Backpack,SKU-P-238-852,Maroon,,"H.No. 125, Bala Zila, Maheshtala-632982",27.801021,85.680569,2,6499.0,10,1299.8,18.0,2105.68,11698.2,13803.88,138,2019-07-05,2019-07-05T09:52:48,2019-07-05 09:52:48,3.2
TXN-000784,RF-6867-392290,C-142,EMP-1008,P-227,2,9,STORE-07,6,1,1,6,Saumya Pathak,bhatvarenya@example.com,1771159212,Waida Gole,Allen Solly Chinos,SKU-P-227-355,Blue,10,"375, Upadhyay Chowk, Ambala-814615",21.062275,71.012207,1,799.0,0,0.0,12.0,95.88,799.0,894.88,8,2019-07-05,2019-07-05T17:57:56,2019-07-05 17:57:56,4.4
TXN-002314,RF-8374-13d963,C-188,EMP-1007,P-234,3,11,STORE-08,7,1,1,6,Girish Wable,bachittar25@example.org,9261429396,Kai Taneja,Titan Backpack,SKU-P-234-460,Beige,,"49/961, Sama Zila, Giridih 580831",12.771221,83.998623,1,799.0,15,119.85,18.0,122.25,679.15,801.4,8,2019-07-06,2019-07-06T12:25:21,2019-07-06 12:25:21,3.3
TXN-001539,RF-7384-1296fa,C-227,EMP-1014,P-247,3,15,STORE-02,1,1,1,6,Urvashi Barad,wazir07@example.com,0544471324,Abeer Comar,UCB Analog Watch,SKU-P-247-449,Maroon,,"84/817, Raman Circle, Munger 910192",16.527977,69.112835,1,799.0,10,79.9,18.0,129.44,719.1,848.54,8,2019-07-06,2019-07-06T14:44:49,2019-07-06 14:44:49,5.0
TXN-000071,RF-5938-8bdb0e,C-158,EMP-1012,P-231,2,10,STORE-09,8,3,1,6,Upma Bassi,natarajankiaan@example.org,8527722170,Simon Apte,Van Heusen Formal Shirt,SKU-P-231-248,Black,9,"87, Gara, Mau 980077",13.610926,81.044293,2,899.0,15,269.7,12.0,183.4,1528.3,1711.7,17,2019-07-07,2019-07-07T17:38:12,2019-07-07 17:38:12,
TXN-000493,RF-1994-3f4213,C-258,EMP-1002,P-257,4,19,STORE-03,2,3,1,6,Zansi Krishnamurthy,thakerliam@example.com,3184322259,Prisha Bhattacharyya,Noise Wireless Earbuds,SKU-P-257-541,White,,"49, Chandra, Karnal-501334",16.263509,89.332022,1,3999.0,20,799.8,18.0,575.86,3199.2,3775.06,37,2019-07-08,2019-07-08T10:15:02,2019-07-08 10:15:02,
TXN-000856,RF-7362-4bc67a,C-276,EMP-1005,P-244,3,14,STORE-09,8,3,1,6,Abhiram Swamy,ranbir68@example.com,3266341638,Gagan Sule,Fossil Analog Watch,SKU-P-244-281,Grey,,"H.No. 226, Kala, Jaipur-189377",13.019581,87.456127,2,2199.0,0,0.0,18.0,791.64,4398.0,5189.64,51,2019-07-08,2019-07-08T11:56:45,2019-07-08 11:56:45,3.9
TXN-001705,RF-5335-3fd5c5,C-269,EMP-1025,P-256,4,19,STORE-01,1,5,2,5,Mitali Kapadia,dghosh@example.org,5003691559,Divya Balay,Noise Smart Watch,SKU-P-256-404,Brown,,"H.No. 13, Divan Ganj, Nangloi Jat 863805",11.954563,91.05204,1,2999.0,5,149.95,18.0,512.83,2849.05,3361.88,33,2019-07-10,2019-07-10T14:17:29,2019-07-10 14:17:29,
TXN-002654,RF-1645-252c2a,C-287,EMP-1019,P-204,1,2,STORE-10,9,6,1,6,Oscar Sura,ijaya66@example.org,9060480589,Turvi Sachdev,Adidas Running Shoes,SKU-P-204-820,Red,XL,"64/951, Talwar Road, Sambalpur 038846",19.706094,76.675692,2,3999.0,0,0.0,18.0,1439.64,7998.0,9437.64,94,2019-07-10,2019-07-10T18:59:39,2019-07-10 18:59:39,
TXN-001066,RF-9054-877e95,C-277,EMP-1002,P-253,3,17,STORE-03,2,1,1,6,Nitara Guha,uguha@example.org,0802144270,Prisha Bhattacharyya,Wildcraft Leather Wallet,SKU-P-253-219,Green,,"990, Suri Zila, Kamarhati-241159",29.519313,69.348172,1,799.0,5,39.95,18.0,136.63,759.05,895.68,8,2019-07-11,2019-07-11T11:14:16,2019-07-11 11:14:16,3.4
TXN-000739,RF-8235-1a9a4e,C-229,EMP-1013,P-225,2,8,STORE-11,10,2,1,6,Anusha Pillay,egoel@example.net,5241406029,Aachal Bir,Arrow Formal Shirt,SKU-P-225-149,Grey,M,"79/17, Bhardwaj Road, Dibrugarh 455522",19.724714,80.186546,1,2499.0,0,0.0,12.0,299.88,2499.0,2798.88,27,2019-07-11,2019-07-11T17:42:55,2019-07-11 17:42:55,3.3
TXN-000899,RF-5951-35b3ac,C-120,EMP-1002,P-224,2,8,STORE-03,2,2,1,6,Gayathri Ravel,chackopriya@example.org,2046537556,Prisha Bhattacharyya,Arrow Denim Jeans,SKU-P-224-113,Red,L,"17/707, Menon Nagar, Jalgaon 704909",14.122558,80.878272,5,599.0,0,0.0,12.0,359.4,2995.0,3354.4,33,2019-07-12,2019-07-12T17:19:15,2019-07-12 17:19:15,
TXN-001936,RF-5561-1d8b21,C-188,EMP-1022,P-208,1,4,STORE-04,3,1,1,6,Girish Wable,bachittar25@example.org,9261429396,Dominic Dixit,Bata Running Shoes,SKU-P-208-182,Red,8,"36/357, Kunda Street, Sambalpur 824372",14.280932,71.773051,2,2499.0,20,999.6,18.0,719.71,3998.4,4718.11,47,2019-07-12,2019-07-12T17:57:58,2019-07-12 17:57:58,4.7
TXN-000608,RF-3097-7c4202,C-228,EMP-1021,P-249,3,16,STORE-03,2,3,1,6,Gaurav Guha,dominicmukhopadhyay@example.net,2890233030,Sathvik Narula,Casio Backpack,SKU-P-249-589,White,,"55/601, Pandit Road, Bijapur-553083",13.383928,71.825737,2,799.0,20,319.6,18.0,230.11,1278.4,1508.51,15,2019-07-13,2019-07-13T17:11:16,2019-07-13 17:11:16,
TXN-001245,RF-5666-5590ae,C-209,EMP-1019,P-208,1,4,STORE-10,9,3,1,6,Jacob Balan,gshah@example.com,7925241913,Turvi Sachdev,Bata Running Shoes,SKU-P-208-615,Blue,6,"54/297, Kapoor Circle, Howrah 716213",9.82531,74.909172,1,2499.0,15,374.85,18.0,382.35,2124.15,2506.5,25,2019-07-15,2019-07-15T12:44:47,2019-07-15 12:44:47,
TXN-000008,RF-7807-df7a31,C-107,EMP-1019,P-202,1,1,STORE-10,9,2,1,6,Ekavir Varkey,urvashiray@example.org,1656670106,Turvi Sachdev,Nike Formal Shoes,SKU-P-202-305,Brown,7,"H.No. 33, Ramachandran Marg, Ghaziabad 801008",10.743038,73.418386,2,4299.0,0,0.0,18.0,1547.64,8598.0,10145.64,101,2019-07-16,2019-07-16T09:06:44,2019-07-16 09:06:44,4.1
TXN-001509,RF-4224-c08f06,C-104,EMP-1021,P-245,3,14,STORE-03,2,5,1,6,Yashodhara Tak,hsidhu@example.com,1845146270,Sathvik Narula,Fossil Handbag,SKU-P-245-132,Navy,,"H.No. 004, Srivastava Marg, Bhubaneswar 804535",18.198516,94.215259,1,6499.0,10,649.9,18.0,1052.84,5849.1,6901.94,69,2019-07-16,2019-07-16T17:44:33,2019-07-16 17:44:33,4.4
TXN-000725,RF-3358-68b0e6,C-294,EMP-1023,P-249,3,16,STORE-06,5,5,1,6,Eesha Bir,saanvi42@example.org,2209949993,Harinakshi Prashad,Casio Backpack,SKU-P-249-182,Grey,,"55/00, Banik Road, Satara 377139",11.655461,91.381219,1,799.0,0,0.0,18.0,143.82,799.0,942.82,9,2019-07-17,2019-07-17T11:05:29,2019-07-17 11:05:29,
TXN-002186,RF-9149-1288a7,C-272,EMP-1020,P-241,3,13,STORE-08,7,3,1,6,Anmol Sabharwal,isha58@example.com,1694722569,Chandani Mutti,Ray-Ban Handbag,SKU-P-241-557,Red,,"23/89, Vig, Siwan-652537",21.106859,92.541069,1,6999.0,5,349.95,18.0,1196.83,6649.05,7845.88,78,2019-07-17,2019-07-17T19:59:18,2019-07-17 19:59:18,
TXN-001913,RF-5930-cd45fa,C-188,EMP-1002,P-261,5,20,STORE-03,2,2,1,6,Girish Wable,bachittar25@example.org,9261429396,Prisha Bhattacharyya,Prestige Table Lamp,SKU-P-261-490,White,,"46, Zachariah Road, Khammam-446722",11.887321,81.159294,2,999.0,0,0.0,12.0,239.76,1998.0,2237.76,22,2019-07-18,2019-07-18T19:41:26,2019-07-18 19:41:26,4.7
TXN-002315,RF-9817-89aa9a,C-155,EMP-1006,P-216,2,6,STORE-09,8,3,1,6,Zaitra Dash,kapadiashravya@example.com,6068536153,Prisha Nadig,Reebok Chinos,SKU-P-216-704,Black,L,"03, Pau Circle, Thane 082400",33.129392,96.527711,1,2499.0,5,124.95,12.0,284.89,2374.05,2658.94,26,2019-07-19,2019-07-19T11:56:33,2019-07-19 11:56:33,4.1
TXN-001157,RF-8231-9d2b94,C-253,EMP-1021,P-230,2,10,STORE-09,8,1,1,6,Meera Yogi,timothykrishnan@example.org,2908781414,Sathvik Narula,Van Heusen Sports T-Shirt,SKU-P-230-237,Beige,M,"H.No. 381, Prabhu, Giridih 935681",9.686737,86.106236,1,999.0,0,0.0,12.0,119.88,999.0,1118.88,11,2019-07-19,2019-07-19T13:05:58,2019-07-19 13:05:58,
TXN-001393,RF-4556-ad7b3c,C-131,EMP-1019,P-247,3,15,STORE-10,9,1,1,6,Odika Bhagat,bhavnasarma@example.net,1093248086,Turvi Sachdev,UCB Analog Watch,SKU-P-247-863,Navy,,"H.No. 55, Rajagopal Marg, Khandwa 782915",19.493745,88.050844,2,799.0,0,0.0,18.0,287.64,1598.0,1885.64,18,2019-07-19,2019-07-19T16:12:49,2019-07-19 16:12:49,
TXN-002750,RF-4642-f0f519,C-147,EMP-1009,P-202,1,1,STORE-08,7,6,1,6,Indrajit Mander,charvikakar@example.org,4510762268,Bina Hari,Nike Formal Shoes,SKU-P-202-825,Navy,8,"22/35, Sibal Road, Satara-898473",29.474565,94.639913,2,4299.0,15,1289.7,18.0,1315.49,7308.3,8623.79,86,2019-07-20,2019-07-20T20:12:13,2019-07-20 20:12:13,4.5
TXN-000831,RF-8156-0315ca,C-128,EMP-1025,P-250,3,16,STORE-01,1,5,2,4,Naksh Agate,sudiksha13@example.com,6183242102,Divya Balay,Casio Backpack,SKU-P-250-358,Blue,,"H.No. 926, Rana Circle, Siwan 758715",21.256089,68.032728,2,1499.0,0,0.0,18.0,539.64,2998.0,3537.64,35,2019-07-21,2019-07-21T10:01:32,2019-07-21 10:01:32,
TXN-002714,RF-5116-8e2092,C-290,EMP-1023,P-262,5,20,STORE-06,5,3,1,6,Madhav Sastry,manbirmani@example.org,1477053833,Harinakshi Prashad,Prestige Non-stick Pan,SKU-P-262-627,Grey,,"H.No. 03, Dyal, Mysore 021537",24.987847,96.730566,1,2499.0,15,374.85,12.0,254.9,2124.15,2379.05,23,2019-07-22,2019-07-22T10:25:15,2019-07-22 10:25:15,4.9
TXN-000411,RF-2854-7f0815,C-271,EMP-1022,P-239,3,13,STORE-04,3,1,1,6,Aditya Goda,raohardik@example.net,0347175455,Dominic Dixit,Ray-Ban Digital Watch,SKU-P-239-769,Maroon,,"H.No. 60, Mander Marg, Sambhal 687730",9.589389,81.874433,1,1499.0,10,149.9,18.0,242.84,1349.1,1591.94,15,2019-07-22,2019-07-22T19:35:30,2019-07-22 19:35:30,
TXN-000356,RF-5319-9656a7,C-285,EMP-1015,P-226,2,9,STORE-11,10,3,1,6,Indira Murty,keyakumar@example.com,7600490824,Meghana Balakrishnan,Allen Solly Formal Shirt,SKU-P-226-222,Maroon,S,"397, Mahal Zila, Alappuzha 940879",12.956573,85.126203,3,799.0,0,0.0,12.0,287.64,2397.0,2684.64,26,2019-07-23,2019-07-23T18:54:37,2019-07-23 18:54:37,
TXN-000207,RF-9443-a5d1b5,C-253,EMP-1012,P-253,3,17,STORE-07,6,5,1,6,Meera Yogi,timothykrishnan@example.org,2908781414,Simon Apte,Wildcraft Leather Wallet,SKU-P-253-280,Beige,,"573, Narayanan Circle, Kottayam 663539",32.389518,92.28406,5,799.0,0,0.0,18.0,719.1,3995.0,4714.1,47,2019-07-23,2019-07-23T18:56:20,2019-07-23 18:56:20,
TXN-002895,RF-4016-2055b4,C-247,EMP-1023,P-213,1,5,STORE-06,5,2,1,6,Champak Raj,okar@example.net,9893347212,Harinakshi Prashad,Puma Running Shoes,SKU-P-213-392,Brown,7,"63/31, Devan Chowk, Kamarhati-750695",12.411593,78.753996,4,1799.0,5,359.8,18.0,1230.52,6836.2,8066.72,80,2019-07-24,2019-07-24T12:36:32,2019-07-24 12:36:32,3.4
TXN-000088,RF-7811-eebfa0,C-143,EMP-1015,P-222,2,8,STORE-11,10,3,2,5,Lakshmi Wali,qushiseth@example.org,5766156545,Meghana Balakrishnan,Arrow Track Pants,SKU-P-222-932,Brown,8,"384, Grover Circle, Nangloi Jat-519687",33.346869,82.979869,1,2499.0,10,249.9,12.0,269.89,2249.1,2518.99,25,2019-07-24,2019-07-24T17:25:21,2019-07-24 17:25:21,
TXN-002847,RF-3482-967682,C-130,EMP-1010,P-210,1,4,STORE-08,7,3,1,6,Pratyush Sarin,forumsabharwal@example.net,4680715451,Udyati Dalal,Bata Casual Boots,SKU-P-210-897,White,XL,"15/547, Soni Ganj, Visakhapatnam 352949",15.209639,82.649067,2,1799.0,20,719.6,18.0,518.11,2878.4,3396.51,33,2019-07-24,2019-07-24T18:11:16,2019-07-24 18:11:16,
TXN-001138,RF-4747-b6ba29,C-295,EMP-1004,P-248,3,15,STORE-02,1,1,2,5,Jagrati Buch,isom@example.org,3060463331,Shaurya Kadakia,UCB Analog Watch,SKU-P-248-908,White,,"11/37, Sachdev Zila, Cuttack 053468",17.999433,92.49852,3,3199.0,0,0.0,18.0,1727.46,9597.0,11324.46,113,2019-07-25,2019-07-25T15:37:07,2019-07-25 15:37:07,
TXN-002467,RF-7258-b3fb99,C-173,EMP-1006,P-219,2,6,STORE-05,4,5,1,6,Farhan Pal,laksh19@example.net,3083301657,Prisha Nadig,Reebok Track Pants,SKU-P-219-647,Blue,11,"H.No. 925, Balay Zila, Gaya 267463",17.444619,95.439201,2,599.0,0,0.0,12.0,143.76,1198.0,1341.76,13,2019-07-25,2019-07-25T16:42:05,2019-07-25 16:42:05,4.1
TXN-000282,RF-6696-125a99,C-290,EMP-1021,P-248,3,15,STORE-03,2,3,1,6,Madhav Sastry,manbirmani@example.org,1477053833,Sathvik Narula,UCB Analog Watch,SKU-P-248-240,White,,"14/420, Bhargava Nagar, Thane-221300",9.369573,95.239705,2,3199.0,5,319.9,18.0,1094.06,6078.1,7172.16,71,2019-07-26,2019-07-26T19:08:29,2019-07-26 19:08:29,3.6
TXN-002459,RF-5825-da04f1,C-220,EMP-1008,P-251,3,17,STORE-07,6,3,1,6,Kritika Mohanty,timothy91@example.com,5135521570,Waida Gole,Wildcraft Digital Watch,SKU-P-251-972,Red,,"H.No. 662, Thakkar Ganj, Tenali-197162",29.935869,95.459371,2,2799.0,5,279.9,18.0,957.26,5318.1,6275.36,62,2019-07-26,2019-07-26T19:29:49,2019-07-26 19:29:49,
TXN-001836,RF-1841-66a9ce,C-251,EMP-1023,P-244,3,14,STORE-06,5,2,1,6,Arjun Sharaf,aarnareddy@example.com,6650618091,Harinakshi Prashad,Fossil Analog Watch,SKU-P-244-486,Maroon,,"778, Jayaraman Chowk, Bettiah-730456",14.006519,90.75524,3,2199.0,5,329.85,18.0,1128.09,6267.15,7395.24,73,2019-07-27,2019-07-27T09:47:44,2019-07-27 09:47:44,3.0
TXN-000089,RF-8953-8565e0,C-203,EMP-1010,P-236,3,12,STORE-08,7,3,1,6,Kalpit Sundaram,ridhishan@example.org,3242415415,Udyati Dalal,Fastrack Leather Belt,SKU-P-236-285,Black,,"56, Virk Chowk, Sikar 486214",14.451386,74.834298,1,6999.0,0,0.0,18.0,1259.82,6999.0,8258.82,82,2019-07-28,2019-07-28T19:57:54,2019-07-28 19:57:54,3.3
TXN-001876,RF-3648-35133c,C-224,EMP-1013,P-257,4,19,STORE-09,8,2,1,6,Gavin Ram,olall@example.com,2115869380,Aachal Bir,Noise Wireless Earbuds,SKU-P-257-250,Brown,,"44/665, Iyer Ganj, Gaya-871421",13.590311,96.416194,1,3999.0,15,599.85,18.0,611.85,3399.15,4011.0,40,2019-07-29,2019-07-29T11:41:38,2019-07-29 11:41:38,
TXN-000390,RF-4898-c4f413,C-205,EMP-1005,P-230,2,10,STORE-06,5,3,1,6,Lavanya Deol,maxsabharwal@example.net,3112196565,Gagan Sule,Van Heusen Sports T-Shirt,SKU-P-230-345,Navy,9,"103, Shroff Circle, Karaikudi-340442",19.147316,78.808606,1,999.0,0,0.0,12.0,119.88,999.0,1118.88,11,2019-07-29,2019-07-29T13:35:05,2019-07-29 13:35:05,
TXN-001420,RF-9285-199f57,C-118,EMP-1022,P-224,2,8,STORE-04,3,1,3,6,Yamini Sandhu,rkhare@example.com,4345581223,Dominic Dixit,Arrow Denim Jeans,SKU-P-224-271,Beige,8,"75, Gara Street, Bikaner 105930",29.908503,75.892431,1,599.0,15,89.85,12.0,61.1,509.15,570.25,5,2019-07-30,2019-07-30T12:37:37,2019-07-30 12:37:37,
TXN-000814,RF-8745-db5212,C-118,EMP-1022,P-239,3,13,STORE-04,3,1,1,6,Yamini Sandhu,rkhare@example.com,4345581223,Dominic Dixit,Ray-Ban Digital Watch,SKU-P-239-410,Beige,,"H.No. 15, Kaul Ganj, Ghaziabad-573060",18.963866,83.688408,1,1499.0,20,299.8,18.0,215.86,1199.2,1415.06,14,2019-07-30,2019-07-30T16:19:58,2019-07-30 16:19:58,5.0
TXN-002270,RF-9839-5aa38a,C-285,EMP-1019,P-210,1,4,STORE-10,9,1,1,6,Indira Murty,keyakumar@example.com,7600490824,Turvi Sachdev,Bata Casual Boots,SKU-P-210-434,Navy,L,"H.No. 16, Maharaj, Mathura 302176",9.33192,83.716608,2,1799.0,10,359.8,18.0,582.88,3238.2,3821.08,38,2019-07-30,2019-07-30T16:49:07,2019-07-30 16:49:07,
TXN-002963,RF-6900-c37573,C-124,EMP-1011,P-242,3,13,STORE-06,5,3,1,6,Anya Anne,ysem@example.org,4363495788,Oeshi Sachdev,Ray-Ban Sunglasses,SKU-P-242-318,Maroon,,"38/06, Sachar, Visakhapatnam 890338",27.849776,90.507632,1,6999.0,0,0.0,18.0,1259.82,6999.0,8258.82,82,2019-07-31,2019-07-31T12:40:23,2019-07-31 12:40:23,
TXN-001609,RF-3317-6a69a3,C-169,EMP-1016,P-261,5,20,STORE-06,5,1,1,6,Meera Prakash,bathbalvan@example.org,7872982595,Ganga Nigam,Prestige Table Lamp,SKU-P-261-247,Red,,"H.No. 203, Wali Path, Ranchi 082445",30.796286,90.762133,1,999.0,5,49.95,12.0,113.89,949.05,1062.94,10,2019-07-31,2019-07-31T20:40:59,2019-07-31 20:40:59,3.6
TXN-002982,RF-3455-f6a2c2,C-272,EMP-1024,P-236,3,12,STORE-07,6,3,1,6,Anmol Sabharwal,isha58@example.com,1694722569,Lopa Grover,Fastrack Leather Belt,SKU-P-236-714,Red,,"26/403, Atwal Street, Delhi 273137",14.378195,72.390471,2,6999.0,15,2099.7,18.0,2141.69,11898.3,14039.99,140,2019-08-02,2019-08-02T17:38:16,2019-08-02 17:38:16,3.4
TXN-002351,RF-3317-ab6177,C-206,EMP-1011,P-211,1,4,STORE-06,5,2,1,6,Yuvraj Mane,chatura37@example.com,3791805526,Oeshi Sachdev,Bata Sports Sandals,SKU-P-211-476,Green,10,"38/483, Dhingra Path, Bidhannagar-374387",14.339725,75.445135,2,2499.0,5,249.9,18.0,854.66,4748.1,5602.76,56,2019-08-02,2019-08-02T20:22:55,2019-08-02 20:22:55,4.2
TXN-002841,RF-6595-77f5f3,C-231,EMP-1002,P-236,3,12,STORE-03,2,1,1,6,Chanchal Chokshi,raghav28@example.org,9652074466,Prisha Bhattacharyya,Fastrack Leather Belt,SKU-P-236-206,Brown,,"39/343, Halder Marg, Visakhapatnam-349628",29.627579,86.379747,1,6999.0,10,699.9,18.0,1133.84,6299.1,7432.94,74,2019-08-04,2019-08-04T11:29:24,2019-08-04 11:29:24,
TXN-000731,RF-8751-fee690,C-267,EMP-1022,P-248,3,15,STORE-04,3,3,1,6,Vasatika Dada,lallyuvraj@example.com,6518275539,Dominic Dixit,UCB Analog Watch,SKU-P-248-975,Beige,,"67/63, Kalla Ganj, Jodhpur 495140",18.642821,80.43593,1,3199.0,0,0.0,18.0,575.82,3199.0,3774.82,37,2019-08-04,2019-08-04T13:36:17,2019-08-04 13:36:17,
TXN-001967,RF-4570-31dcae,C-235,EMP-1006,P-253,3,17,STORE-05,4,6,1,6,Devika Dayal,bina78@example.net,6257532603,Prisha Nadig,Wildcraft Leather Wallet,SKU-P-253-738,Maroon,,"82, Raju Ganj, Fatehpur 622548",16.035355,74.786569,3,799.0,5,119.85,18.0,409.89,2277.15,2687.04,26,2019-08-04,2019-08-04T14:38:32,2019-08-04 14:38:32,4.2
TXN-000276,RF-3253-1dfceb,C-130,EMP-1006,P-204,1,2,STORE-05,4,2,1,6,Pratyush Sarin,forumsabharwal@example.net,4680715451,Prisha Nadig,Adidas Running Shoes,SKU-P-204-185,Red,M,"86, Sule Circle, Akola 352724",13.85743,93.271907,2,3999.0,10,799.8,18.0,1295.68,7198.2,8493.88,84,2019-08-04,2019-08-04T15:32:24,2019-08-04 15:32:24,4.7
TXN-001638,RF-9617-76a98f,C-225,EMP-1008,P-256,4,19,STORE-07,6,6,1,6,Warinder Soni,jaisen@example.org,3320616329,Waida Gole,Noise Smart Watch,SKU-P-256-925,Maroon,,"72/39, Baria Street, Durgapur 477007",17.052429,82.744812,1,2999.0,5,149.95,18.0,512.83,2849.05,3361.88,33,2019-08-06,2019-08-06T17:54:20,2019-08-06 17:54:20,4.7
TXN-001657,RF-6552-5039c8,C-205,EMP-1022,P-243,3,14,STORE-04,3,1,1,6,Lavanya Deol,maxsabharwal@example.net,3112196565,Dominic Dixit,Fossil Sunglasses,SKU-P-243-344,Black,,"986, Mand Road, Naihati 137567",18.329115,95.188779,1,6999.0,15,1049.85,18.0,1070.85,5949.15,7020.0,70,2019-08-07,2019-08-07T11:04:48,2019-08-07 11:04:48,4.4
TXN-001554,RF-5980-fa4098,C-189,EMP-1004,P-224,2,8,STORE-02,1,5,1,6,Farhan Tella,bnarain@example.net,7735866296,Shaurya Kadakia,Arrow Denim Jeans,SKU-P-224-289,White,XL,"35, Raman Zila, Bhiwandi 745690",33.500561,72.305213,1,599.0,20,119.8,12.0,57.5,479.2,536.7,5,2019-08-07,2019-08-07T14:19:11,2019-08-07 14:19:11,
TXN-001680,RF-6682-c4156a,C-135,EMP-1013,P-251,3,17,STORE-11,10,3,1,6,Ojas Mistry,nishagole@example.org,1969379237,Aachal Bir,Wildcraft Digital Watch,SKU-P-251-711,Navy,,"139, Parmer Street, Bharatpur-776206",9.999988,72.086987,3,2799.0,0,0.0,18.0,1511.46,8397.0,9908.46,99,2019-08-07,2019-08-07T19:43:14,2019-08-07 19:43:14,3.2
TXN-002028,RF-2502-a41082,C-208,EMP-1001,P-232,3,11,STORE-07,6,3,1,6,Eta Raman,settychristopher@example.com,1020275884,Ekantika Pillay,Titan Sunglasses,SKU-P-232-226,Red,,"H.No. 08, Varty Street, Mathura 194366",8.668364,75.260891,1,6499.0,15,974.85,18.0,994.35,5524.15,6518.5,65,2019-08-07,2019-08-07T20:22:20,2019-08-07 20:22:20,
TXN-000938,RF-3780-76d10d,C-164,EMP-1019,P-213,1,5,STORE-10,9,2,1,6,Zansi Padmanabhan,dashzarna@example.org,2253584143,Turvi Sachdev,Puma Running Shoes,SKU-P-213-171,Black,M,"22/397, Khalsa Road, Vadodara 113845",16.003016,82.033674,2,1799.0,0,0.0,18.0,647.64,3598.0,4245.64,42,2019-08-08,2019-08-08T16:58:33,2019-08-08 16:58:33,
TXN-000002,RF-2002-afacae,C-132,EMP-1022,P-225,2,8,STORE-04,3,3,1,6,Jacob Dube,leelahalder@example.net,1465840449,Dominic Dixit,Arrow Formal Shirt,SKU-P-225-291,Black,L,"H.No. 162, Dyal Zila, Warangal-984926",15.700154,93.773816,2,2499.0,5,249.9,12.0,569.77,4748.1,5317.87,53,2019-08-08,2019-08-08T17:17:36,2019-08-08 17:17:36,3.1
